DMRnumber	mean_severe	mean_mild	beta_diff
10783	91.8515110433312	75.8095473848878	16.0419636584434
7676	87.5841730465853	71.5713492311848	16.0128238154006
9064	57.9962103520049	42.0042299601253	15.9919803918796
526	91.2285954641039	75.2378286120054	15.9907668520984
3882	80.6619717730829	64.7415391276318	15.9204326454511
9730	57.8042232295666	41.9175273425599	15.8866958870067
4054	78.3935082496516	62.5213051843487	15.8722030653029
6522	72.0554213880317	56.2590894111178	15.7963319769139
11112	82.1373456791711	66.3473664017625	15.7899792774085
6339	82.9357679357679	67.1501897860594	15.7855781497086
11306	58.1018518518519	42.3260824747141	15.7757693771378
12250	30.0887803910353	14.3164641790507	15.7723162119846
12922	46.6272735066524	30.9136055896949	15.7136679169575
625	93.3942908939205	77.6819909782325	15.712299915688
12183	89.1010057560533	73.4306514741297	15.6703542819235
3676	87.0398607855666	71.3736607292065	15.6662000563602
10916	90.4579281402699	74.8165594824802	15.6413686577897
4098	57.9019165852382	42.2847261756475	15.6171904095907
7325	90.4097119231333	74.8647508446196	15.5449610785137
3268	88.5707126202814	73.0268644399079	15.5438481803735
1826	83.1192881192881	67.6376069582591	15.481681161029
3767	81.6672011116867	66.1871039588431	15.4800971528436
8637	58.9388860956254	43.5771632963118	15.3617227993136
5439	91.170714801736	75.8829553898011	15.2877594119349
4784	80.5886243386243	65.303422423014	15.2852019156104
4978	92.3100048100048	77.0583765415509	15.2516282684539
11233	84.3694885361552	69.1269841269841	15.2425044091711
80	84.0369231158705	68.8338132043465	15.203109911524
12209	91.1592111592112	75.9598524479883	15.1993587112229
434	83.8468013468013	68.6482700069657	15.1985313398357
11755	88.0465252445521	72.8501360093768	15.1963892351752
11920	81.0998412809826	65.9392057218144	15.1606355591682
5748	94.1203657573144	79.0663603708531	15.0540053864613
9091	43.2389515116515	28.1975670200634	15.0413844915881
156	68.478835978836	53.525472112615	14.953363866221
1134	76.3719285238414	61.4459761773033	14.9259523465381
13348	47.5242052186497	32.6062958858585	14.9179093327912
12302	99.0740740740741	84.1744306397693	14.8996434343047
5992	91.8819872391862	77.028329250816	14.8536579883701
12380	92.9167745834412	78.0980251632426	14.8187494201987
6855	40.2909233868986	25.4759974288171	14.8149259580815
2310	85.2404418478331	70.4898671798556	14.7505746679775
7455	95.3418803423932	80.6620786795645	14.6798016628287
6596	73.75	59.1689801746013	14.5810198253987
1995	88.7289562289562	74.1623625734879	14.5665936554683
6741	32.7160493827161	18.1530405677489	14.5630088149672
8189	29.7474747474748	15.1847367609686	14.5627379865061
1692	92.8033453033969	78.2566808322952	14.5466644711017
7516	67.1604938271605	52.7703461321522	14.3901476950083
3391	80.4056136474437	66.0537833017335	14.3518303457102
11154	31.9907407407407	17.6541293593149	14.3366113814258
12728	86.2551440330453	71.919841933491	14.3353020995543
6819	88.5083464834927	74.2621013818985	14.2462451015942
3346	84.3627450980392	70.1171906361083	14.245554461931
11786	80.993265993266	66.751636067354	14.241629925912
10197	95.4648381358936	81.2261257606984	14.2387123751952
7285	85.795103040961	71.5773034248771	14.2177996160839
1287	94.6604309900713	80.4461283459857	14.2143026440856
11328	78.3098177542622	64.1157192244149	14.1940985298473
9953	70.9510136121078	56.7836775793793	14.1673360327285
11169	69.4493585118585	55.4056395782277	14.0437189336309
5544	84.8765415079057	70.8508520467495	14.0256894611562
4599	60.1059540823319	46.1543770238801	13.9515770584518
4572	90.9049646794745	76.972866497571	13.9320981819034
4354	94.2199753727138	80.2885640930983	13.9314112796156
6113	73.4698412064538	59.6321583006366	13.8376829058172
7264	79.7222222222222	65.9424740843882	13.779748137834
1039	91.1079769903299	77.3436748436541	13.7643021466758
2811	73.6111111111111	59.8943394938818	13.7167716172293
1273	66.3802978773841	52.6652534876163	13.7150443897677
12943	37.1348782273903	23.4721947519038	13.6626834754865
3307	94.4598765432099	80.8091787439614	13.6506977992485
2192	86.578052938145	72.9695324801122	13.6085204580329
5275	85.1981608157383	71.5997430177238	13.5984177980145
4976	88.4452443294483	74.8556998555549	13.5895444738934
6974	95.4065375574226	81.83641308961	13.5701244678126
1058	86.8921909359603	73.3380327405172	13.5541581954431
1638	65.4320987654321	51.8867424845686	13.5453562808635
1624	70.5519377736838	57.0483954450863	13.5035423285975
10276	28.5740792461381	15.073322148526	13.5007570976121
13111	84.2948717948718	70.7986397660311	13.4962320288407
9462	68.6131461131461	55.1435430910781	13.469603022068
10123	90.5095893576286	77.0728134817607	13.4367758758679
154	84.3195847360494	70.8982291864703	13.4213555495791
13193	88.8163692474429	75.4111469427754	13.4052223046674
12470	88.7036985372848	75.3286034603483	13.3750950769365
7289	69.1870606190958	55.8536702969921	13.3333903221037
4778	71.9551282051282	58.6484318400931	13.3066963650351
6588	98.8888888888889	85.5858965248398	13.3029923640491
1815	21.7195786465293	8.42258230934768	13.2969963371816
8280	79.2996001819531	66.012719165038	13.2868810169151
2955	91.0021803315032	77.7157444001957	13.2864359313074
7086	61.875367430923	48.5968568203874	13.2785106105356
10782	38.7460663277657	25.4704006032602	13.2756657245055
1162	63.518846272572	50.2682676861909	13.2505785863812
10215	88.4479197957996	75.2104899930987	13.237429802701
11455	68.7037037037037	55.4670679750968	13.2366357286069
6910	47.0987654320988	33.873998436628	13.2247669954708
6438	93.3599279582439	80.1582324679185	13.2016954903255
9924	91.2308370641704	78.0699369855269	13.1609000786435
9932	75.053887409181	61.8945597957945	13.1593276133866
11302	88.305521638855	75.1717588256378	13.1337628132172
4457	86.5677816335711	73.4702844829324	13.0974971506387
6480	71.424445198955	58.3571146713285	13.0673305276265
5024	39.2333353304954	26.1763862301913	13.056949100304
10729	92.8528216074508	79.8258203148265	13.0270012926243
10425	88.2385361549383	75.2431746995515	12.9953614553868
10524	85.5856848916108	72.5940108484866	12.9916740431242
9776	83.3498640208056	70.3854586818443	12.9644053389613
4899	94.0455840455841	81.0863291299523	12.9592549156317
10331	92.302805625174	79.3483243098162	12.9544813153578
645	87.4639227061767	74.5149365529317	12.948986153245
12081	97.4537037037037	84.5295666265912	12.9241370771125
5854	89.7028897032601	76.8105867563356	12.8923029469245
6664	54.2484059150726	41.3759050894518	12.8725008256208
11693	96.7331419369392	83.9219576719577	12.8111842649815
12452	78.4495828245828	65.6403580317107	12.8092247928721
1819	91.2164224664225	78.4109730848861	12.8054493815363
4638	83.4446314998167	70.6500021720726	12.7946293277441
2888	92.1222810111699	79.3587812572466	12.7634997539233
7123	79.9447466114133	67.18862960717	12.7561170042433
8753	79.6755198180637	66.9199735184594	12.7555462996043
1616	80.8237133237133	68.0822197126545	12.7414936110588
5971	71.130749545306	58.4084397920724	12.7223097532336
3337	92.6806647339672	79.9593308323751	12.7213339015921
12200	82.9861111111111	70.3042455014073	12.6818656097038
8947	89.0740093996378	76.3958948848109	12.6781145148269
4337	29.24009419971	16.5643723572661	12.6757218424439
3429	70.355568879054	57.7016809501011	12.6538879289529
3624	16.2677405168194	3.62429606145927	12.6434444553601
8976	96.5262452835907	83.8835559389126	12.6426893446781
3097	60.2348313566312	47.5965640639554	12.6382672926758
1526	92.8255963701293	80.1935853647215	12.6320110054078
12013	76.6244289275578	63.9976271228893	12.6268018046685
10083	91.3436553528631	78.7300548465982	12.6136005062649
11255	89.0972222218519	76.4994425864129	12.5977796354389
3152	61.3864170808615	48.8206194241631	12.5657976566984
4037	83.7919549586216	71.2286274512603	12.5633275073613
2889	90.5512318563789	78.0001660979922	12.5510657583867
3710	93.5297221065502	80.9796590550397	12.5500630515105
11897	91.6137468883226	79.086673629343	12.5270732589797
12278	90.8881007595411	78.3763300910106	12.5117706685305
9444	19.3650793650794	6.86335404194332	12.501725323136
10043	90.6124733214644	78.1710767607625	12.4413965607019
3274	93.6801881246326	81.2686819682914	12.4115061563411
9172	75.7358056478309	63.3481697120317	12.3876359357992
10622	91.7692848659421	79.3905504008709	12.3787344650712
13113	32.4074074074074	20.0343449018435	12.3730625055639
10920	89.726240933797	77.3575774183191	12.3686635154779
9058	94.546783625731	82.1949377704644	12.3518458552666
12128	78.9702166021659	66.6384182208634	12.3317983813025
1378	93.0198593610987	80.6911028548658	12.3287565062328
12536	90.3364035655702	78.0152191990143	12.3211843665559
3298	93.1793372244906	80.8682028956131	12.3111343288775
2239	20.2408375694148	7.93000486320276	12.3108327062121
13235	84.1154232378599	71.8065964711491	12.3088267667108
12806	90.7070707070707	78.4385075597975	12.2685631472732
1339	93.7830687830688	81.5476188773569	12.2354499057119
8871	22.9709978724334	10.7466101394948	12.2243877329387
1129	88.7395264769769	76.5264234112571	12.2131030657198
10334	48.4990999929584	36.2890022250134	12.210097767945
2283	90.171690801158	77.9623878538371	12.2093029473208
1838	77.7396222178703	65.547718911745	12.1919033061252
11130	96.249997712947	84.0781499898293	12.1718477231177
12054	91.7394744446634	79.5735303343999	12.1659441102635
9316	96.7521367521367	84.5870714388651	12.1650653132717
1909	92.962962962963	80.8290195046832	12.1339434582798
7713	89.981272517297	77.8509469343911	12.130325582906
7868	99.5726495524032	87.4461287504519	12.1265208019513
8083	84.1854596021263	72.0797258299103	12.105733772216
10042	90.5125661375661	78.4291911051645	12.0833750324017
13162	82.871715565316	70.8084487973308	12.0632667679852
11158	91.3034188030484	79.2468026011276	12.0566162019208
7477	82.904914318313	70.8609614387646	12.0439528795484
9905	79.329541243533	67.2863246088121	12.0432166347208
8955	81.528249389586	69.5109170840274	12.0173323055586
6956	91.9312169312169	79.9165084985373	12.0147084326796
639	86.4168173702207	74.4043128780889	12.0125044921318
11064	97.1342497658287	85.1275491212109	12.0067006446179
7120	91.5568836042418	79.5541888290327	12.0026947752091
7053	95.8263929149463	83.8412187132381	11.9851742017082
6387	84.4163860830527	72.4430666660675	11.9733194169852
9903	51.0979825253745	39.1275108070132	11.9704717183614
4058	84.7412580144165	72.7726622376237	11.9685957767928
1208	90.5128205128205	78.5469402717614	11.9658802410591
9335	98.7654179852645	86.8107744769302	11.9546435083343
10457	95.8691578483245	83.9662672269919	11.9028906213326
3655	91.9752829525511	80.07676163988	11.8985213126712
6717	51.5837865837866	39.6892689601985	11.8945176235881
12585	92.7314814814815	80.8465928011269	11.8848886803545
4167	84.0674300485513	72.2220987707605	11.8453312777908
2443	90.4629899431383	78.6210937873342	11.8418961558041
3902	89.047619047619	77.2162016727234	11.8314173748956
10829	97.2023809158253	85.3824276595201	11.8199532563052
11571	82.884650298866	71.078776961422	11.805873337444
2378	76.4917695476955	64.7035481632347	11.7882213844608
4713	95.6969881969882	83.9549041458577	11.7420840511305
3706	83.6715394101937	71.9305720234564	11.7409673867373
12717	90.0462962962963	78.3065907523672	11.7397055439291
10244	93.3333325728669	81.60925958907	11.7240729837969
5427	94.0315201010467	82.3117172861076	11.7198028149392
4257	93.9402974661524	82.232124522974	11.7081729431784
6400	81.3147146972386	69.6259685757438	11.6887461214947
9119	74.2456608592889	62.5814954280298	11.6641654312591
11541	93.1378495148792	81.4980490523969	11.6398004624823
2198	92.9573512906846	81.3339920467564	11.6233592439282
5677	91.6964285714286	80.0771779803931	11.6192505910355
12448	87.9676837123849	76.3576669140778	11.610016798307
890	81.7638240386701	70.1887404062766	11.5750836323934
6450	95.0617283950617	83.4881422924901	11.5735861025716
11498	74.8375287265763	63.2738879478424	11.5636407787339
2557	89.6839477395033	78.1302835260697	11.5536642134336
1402	83.806720655481	72.3182710299079	11.4884496255731
581	92.8481395148062	81.3632325713208	11.4849069434854
9856	95.9971509974074	84.5196028708334	11.477548126574
2271	79.6814813467604	68.2057374993124	11.475743847448
2675	83.1495319979598	71.675937417631	11.4735945803288
5559	92.0546232731587	80.5839727568885	11.4706505162702
1732	88.7580111841088	77.2944768941192	11.4635342899896
7647	93.7802937802938	82.3218991153906	11.4583946649032
11175	81.1237133008422	69.6726321182843	11.4510811825579
4303	72.5042849071029	61.0577631907704	11.4465217163325
5733	63.6912086785706	52.2474747475231	11.4437339310475
12437	87.0446791713874	75.6206355314167	11.4240436399707
2714	73.2498982495279	61.8484935781436	11.4014046713842
4246	93.3474195584761	81.9507234867358	11.3966960717404
1678	49.9911816578483	38.605831794225	11.3853498636233
12972	63.783341714686	52.4064001972243	11.3769415174617
11017	91.8145035792095	80.4387314651844	11.3757721140251
5412	62.6393724809267	51.3117981051314	11.3275743757953
3112	80.85232668566	69.5310768136855	11.3212498719745
10633	66.4416088025142	55.1392490834056	11.3023597191086
8739	82.7435850887267	71.4455620868664	11.2980230018603
9120	91.2533068783069	79.959348278904	11.2939585994029
12649	93.5231292286166	82.2451989950747	11.2779302335419
1628	89.1416813639036	77.8796192377164	11.2620621261872
12145	91.5307549920553	80.302249079295	11.2285059127603
9948	92.9713804713805	81.7435409424409	11.2278395289396
1752	79.7546449164008	68.5599163317176	11.1947285846833
8267	79.6280945593566	68.4404363753639	11.1876581839927
905	88.0158730160317	76.8404101861092	11.1754628299226
4729	95.7671957668254	84.5926196338617	11.1745761329637
7830	22.8040288159559	11.6375048502515	11.1665239657043
8643	98.4343434343434	87.284134947275	11.1502084870684
5357	87.0483806320314	75.9428360718808	11.1055445601506
9647	98.5449735449735	87.5055738752525	11.039399669721
2186	96.9753140428855	85.9503136065653	11.0250004363202
3411	88.7786334729612	77.7619161751956	11.0167172977656
2882	93.7830687830688	82.768994290692	11.0140744923768
2498	73.7438424569462	62.7386926117383	11.0051498452079
13017	97.0679006743819	86.0679779111681	10.9999227632138
13165	88.8616321944893	77.8710239034877	10.9906082910017
7283	59.3367075307816	48.3562466966738	10.9804608341078
10896	91.9217826750523	80.9702978182688	10.9514848567835
5112	98.5493826945275	87.5990557251037	10.9503269694239
5721	93.4733669110256	82.5447732636996	10.9285936473261
9740	73.0489417992593	62.1749064140369	10.8740353852224
7250	64.6065683327555	53.7624965613475	10.844071771408
537	79.5500554197216	68.717428434645	10.8326269850767
5365	93.23359636098	82.4178034609144	10.8157929000656
5975	16.3148232101661	5.51328502437833	10.8015381857878
7321	63.5612535612536	52.7627089172218	10.7985446440318
7155	88.6865625443621	77.897548305157	10.7890142392051
11633	70.242673992674	59.4622989730236	10.7803750196504
3722	88.2836721434447	77.5053163305628	10.7783558128819
12766	51.9088319088319	41.1386579108694	10.7701739979625
10520	69.3951576359963	58.6255038047245	10.7696538312719
261	83.3567472076302	72.6028043897439	10.7539428178864
591	87.1486728057704	76.4029992881134	10.745673517657
10878	72.1379542587815	61.4043507168656	10.7336035419158
12872	95.0888617555284	84.3840541548995	10.704807600629
11009	82.3706643154791	71.6695864520502	10.7010778634289
2074	81.8532547699214	71.1674152969776	10.6858394729439
6162	82.5308641975309	71.8452380952381	10.6856261022928
8415	80.9851311136057	70.2997405171318	10.6853905964738
1964	93.0576599322896	82.3911622529779	10.6664976793117
5462	33.5361552028219	22.8893668910062	10.6467883118157
12036	91.9733044733045	81.3318244793935	10.6414799939109
1065	91.1657276865115	80.5260792750956	10.6396484114158
3470	91.5263697346042	80.8905651041201	10.6358046304841
3836	87.8888298186544	77.2561908932385	10.6326389254159
10620	91.8180276527045	81.1977305323509	10.6202971203536
3752	92.5482934055011	81.9367946866534	10.6114987188477
520	94.960317449038	84.3556718197924	10.6046456292455
1464	93.6111111111111	83.0108297499602	10.6002813611509
11230	88.6152418082243	78.0240544554382	10.591187352786
1907	94.3276014109347	83.7412852002402	10.5863162106946
1890	80.7835356364768	70.2003672654397	10.5831683710371
12740	68.7219546688071	58.1387985414669	10.5831561273402
11874	95.7912436882052	85.2265667458059	10.5646769423993
5216	95.696656142035	85.1331929788946	10.5634631631404
3702	80.0476529643196	69.494638815291	10.5530141490286
11236	93.5185185177557	82.9697203484527	10.548798169303
3889	92.9363075131674	82.3882488283213	10.5480586848461
7529	34.3241943241943	23.8215731927708	10.5026211314235
784	70.0330687830688	59.5574133392601	10.4756554438087
5671	75.7058682058682	65.238888368179	10.4669798376892
8301	93.1639153921763	82.6991323257959	10.4647830663804
11446	96.3971207114596	85.9475832493321	10.4495374621275
9927	92.0024362756719	81.5759420250465	10.4264942506254
10977	88.2949389954728	77.8812371205125	10.4137018749603
4662	93.3547389429743	82.9481931112987	10.4065458316755
12178	92.9698647848441	82.5647093585105	10.4051554263336
3517	89.0121284351675	78.6132605876724	10.398867847495
8772	88.9115831521496	78.5140222095558	10.3975609425938
8886	93.9206048581049	83.5354955737346	10.3851092843703
8873	15.4136604136604	5.03033600859688	10.3833244050635
12374	99.1452991452991	88.7642143483086	10.3810847969906
4232	81.5460542071833	71.1692801731138	10.3767740340695
9372	93.9814000200529	83.606717835035	10.374682185018
10391	83.2157596766573	72.843624976116	10.3721347005413
8128	91.0395622895623	80.6742491987651	10.3653130907972
1742	21.3206627680312	10.9609899667444	10.3596728012867
181	96.1017740429505	85.7441913963653	10.3575826465852
2387	92.0246912549169	81.6681910881842	10.3565001667327
2851	84.2561883921677	73.8997353891586	10.3564530030091
8750	91.5958605664488	81.2397220267804	10.3561385396684
3735	78.5281672912381	68.1903932542031	10.337774037035
360	97.0310193690234	86.6972463058031	10.3337730632203
1888	87.5005735911744	77.1682161325129	10.3323574586615
833	81.8752849693382	71.5476316555276	10.3276533138106
480	93.3722028404668	83.0457162184104	10.3264866220564
12771	95.4573667073667	85.1335938618547	10.323772845512
10382	98.1351981351981	87.8118119345614	10.3233862006368
6578	86.3748597076992	76.0808647873865	10.2939949203127
5487	24.2081992085696	13.9143856355751	10.2938135729945
10507	96.8406283377544	86.5474621962644	10.29316614149
3174	69.8894315564401	59.603574766674	10.2858567897661
11110	96.0913646568674	85.8109040718358	10.2804605850317
12992	97.9840067340067	87.706005014524	10.2780017194827
5415	98.1922310825149	87.914672887354	10.2775581951609
4351	81.4653231015794	71.2322853548927	10.2330377466867
7588	81.3941618256485	71.16930171278	10.2248601128686
6829	98.2451499118166	88.0212049519582	10.2239449598584
12648	85.501628001628	75.2858005005871	10.2158275010409
5320	93.6274999383434	83.4171967927334	10.21030314561
3388	93.8542915909364	83.6493337581743	10.204957832762
2058	84.9620997311957	74.7634665984491	10.1986331327466
10080	98.8795518181489	88.6917217479877	10.1878300701611
1066	83.8585407074017	73.6937947388313	10.1647459685704
12776	84.5197653030299	74.3581656725645	10.1615996304654
7522	74.0740740743915	63.9239705545503	10.1501035198413
1172	75.9259259255556	65.78499889902	10.1409270265356
2580	96.1849647266314	86.0461791214818	10.1387856051496
12413	92.9219983550627	82.7866838160444	10.1353145390183
11619	42.4913820750858	32.3606928499843	10.1306892251015
5026	93.2808569534832	83.153537990842	10.1273189626412
303	97.222180828685	87.097440069184	10.1247407595011
9843	81.5826330532213	71.4579310997411	10.1247019534802
9074	84.4060383422996	74.2846645547606	10.121373787539
10154	97.4477682811016	87.3374662780676	10.110302003034
3501	92.4926281444317	82.3852772330503	10.1073509113813
11692	86.9146825396825	76.8204793945563	10.0942031451262
10324	86.3908917543005	76.3222827895292	10.0686089647713
7045	94.4320646143177	84.3652520634252	10.0668125508925
6386	96.7526455026455	86.6899585921325	10.062686910513
1369	93.7205464982513	83.6616421558943	10.058904342357
2011	96.8686868394512	86.8340884334981	10.0345984059531
1852	98.2152440731206	88.1857165405225	10.0295275325981
1635	46.3632228718713	36.3426104598035	10.0206124120678
10209	97.2934437776678	87.2743651274811	10.0190786501867
8481	64.6380471384175	54.6232752752629	10.0147718631547
5850	70.0205761316872	60.0094108789278	10.0111652527595
1383	56.0678116417241	46.0588768145106	10.0089348272134
3084	82.0131874298541	72.0100776364898	10.0031097933643
5482	76.3053613053613	66.3036901832621	10.0016711220993
7469	91.7622029725702	81.7612401949964	10.0009627775738
4400	88.63825976069	78.640058093706	9.998201666984
6835	73.7158551534864	63.7208524166495	9.99500273683686
12844	30.4167661561395	20.437019540943	9.97974661519651
67	92.3446823961129	82.3673203383915	9.97736205772145
5215	87.977207977208	78.0075670110865	9.96964096612149
2728	95.7026854075957	85.7332623095165	9.96942309807922
8122	93.3862332881494	83.4194428759646	9.96679041218475
5737	92.2215485103418	82.2665529981111	9.95499551223064
3548	94.3796942804018	84.4433973444097	9.93629693599212
2328	93.5185185179319	83.5904062357291	9.92811228220283
3684	81.1128255201882	71.1848899892378	9.92793553095039
8346	94.3633640324817	84.4528399389236	9.91052409355805
2514	90.5872743937197	80.6835644507006	9.90370994301914
3822	92.7028218694885	82.823537383034	9.87928448645458
9110	65.2965998557396	55.4416620961705	9.85493775956915
3633	91.5004748338082	81.6509561224281	9.84951871138009
6030	88.5468441023997	78.7087851761765	9.83805892622317
3218	89.7399237472767	79.9048354212339	9.83508832604277
8176	85.7407407407407	75.9184233642205	9.82231737652029
6395	91.7633594882222	81.9481683157251	9.81519117249708
12680	92.0243971151679	82.2104096609898	9.81398745417816
412	22.1979613056669	12.397526868009	9.80043443765785
11061	22.2970445192667	12.4968988139778	9.80014570528894
3616	91.9809203142537	82.188811188687	9.79210912556668
9614	82.0114240339546	72.2201798864203	9.79124414753431
9674	88.4259258064077	78.6404925479816	9.78543325842611
12725	86.9547656868373	77.1719222804598	9.78284340637748
11860	91.1483883561044	81.3695479525781	9.77884040352633
5055	99.3055555553359	89.5471000101585	9.75845554517744
4691	90.1455026455026	80.3891056608448	9.75639698465785
1203	21.7310015593011	11.9799001117476	9.75110144755345
7565	17.6929012350729	7.94522520285749	9.74767603221546
4750	85.6333316424871	75.898445420254	9.73488622223313
10501	95.7142854848325	85.9885620884804	9.72572339635211
944	80.5897888066498	70.8713416898088	9.71844711684095
9023	88.3726672747948	78.6716307262317	9.70103654856312
5121	83.9198709789975	74.2207116535637	9.69915932543388
1641	72.7293124154995	63.0302065084674	9.6991059070321
3438	91.9642857142857	82.2717758938986	9.69250982038707
3828	95.9259052273532	86.2801932021441	9.64571202520908
13143	88.8811728397531	79.2482537589652	9.63291908078787
